jgi|Aspvio1|467435|MIX19305_50_70;jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;47.29
jgi|Aspwe1|36436|fgenesh1_kg.2_#_848_#_Locus8629v1rpkm4.56;jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;46.72
jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;Aacu16872_045669;47.35
jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;ATET_06275;48.39
jgi|Pench1|85385|e_gw1.8.505.1;jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;72.15
jgi|Pendi1|4263|PDIG_49740m.01;jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;72.59
jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;Aspbr1_0047329;86.72
jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;jgi|Asplac1|349992|e_gw1.42.7.1;98.71
jgi|Aspni_DSM_1|163164|An10g00140m.01;jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;98.71
NRRL3_06291;jgi|Aspni7|1123159|estExt_Genewise1Plus.C_chr_501_t10030;100.00
